a,b,num_pairs,normalized,url_a,url_b
Z18287220X,Z164724109,104,0.08673894912427023,http://data.onb.ac.at/ABO/+Z18287220X,http://data.onb.ac.at/ABO/+Z164724109
Z168353308,Z185144502,104,0.20272904483430798,http://data.onb.ac.at/ABO/+Z168353308,http://data.onb.ac.at/ABO/+Z185144502
Z168353308,Z185157302,104,0.14484679665738162,http://data.onb.ac.at/ABO/+Z168353308,http://data.onb.ac.at/ABO/+Z185157302
Z168353308,Z164617007,104,0.13384813384813385,http://data.onb.ac.at/ABO/+Z168353308,http://data.onb.ac.at/ABO/+Z164617007
Z176514702,Z164724109,104,0.11940298507462686,http://data.onb.ac.at/ABO/+Z176514702,http://data.onb.ac.at/ABO/+Z164724109
Z185144708,Z15959440X,104,0.2773333333333333,http://data.onb.ac.at/ABO/+Z185144708,http://data.onb.ac.at/ABO/+Z15959440X
Z20322520X,Z164724109,104,0.07232267037552156,http://data.onb.ac.at/ABO/+Z20322520X,http://data.onb.ac.at/ABO/+Z164724109
Z174822107,Z164724109,104,0.13594771241830064,http://data.onb.ac.at/ABO/+Z174822107,http://data.onb.ac.at/ABO/+Z164724109
Z260071701,Z185144502,104,0.24644549763033174,http://data.onb.ac.at/ABO/+Z260071701,http://data.onb.ac.at/ABO/+Z185144502
Z260071701,Z185157302,104,0.16586921850079744,http://data.onb.ac.at/ABO/+Z260071701,http://data.onb.ac.at/ABO/+Z185157302
Z260071701,Z164617007,104,0.15160349854227406,http://data.onb.ac.at/ABO/+Z260071701,http://data.onb.ac.at/ABO/+Z164617007
Z163300405,Z185144502,104,0.09090909090909091,http://data.onb.ac.at/ABO/+Z163300405,http://data.onb.ac.at/ABO/+Z185144502
Z163300405,Z185157302,104,0.0770941438102298,http://data.onb.ac.at/ABO/+Z163300405,http://data.onb.ac.at/ABO/+Z185157302
Z163300405,Z164617007,104,0.07386363636363637,http://data.onb.ac.at/ABO/+Z163300405,http://data.onb.ac.at/ABO/+Z164617007
Z178293907,Z164724109,104,0.11912943871706758,http://data.onb.ac.at/ABO/+Z178293907,http://data.onb.ac.at/ABO/+Z164724109
Z166448602,Z15959440X,104,0.29461756373937675,http://data.onb.ac.at/ABO/+Z166448602,http://data.onb.ac.at/ABO/+Z15959440X
Z168352201,Z185144502,104,0.2447058823529412,http://data.onb.ac.at/ABO/+Z168352201,http://data.onb.ac.at/ABO/+Z185144502
Z168352201,Z185157302,104,0.16507936507936508,http://data.onb.ac.at/ABO/+Z168352201,http://data.onb.ac.at/ABO/+Z185157302
Z168352201,Z164617007,104,0.1509433962264151,http://data.onb.ac.at/ABO/+Z168352201,http://data.onb.ac.at/ABO/+Z164617007
Z168355408,Z164724109,104,0.11818181818181818,http://data.onb.ac.at/ABO/+Z168355408,http://data.onb.ac.at/ABO/+Z164724109
Z26007720X,Z164724109,104,0.11075612353567625,http://data.onb.ac.at/ABO/+Z26007720X,http://data.onb.ac.at/ABO/+Z164724109
Z16868510X,Z164724109,104,0.13350449293966624,http://data.onb.ac.at/ABO/+Z16868510X,http://data.onb.ac.at/ABO/+Z164724109
Z221886406,Z185144502,104,0.07652685798381163,http://data.onb.ac.at/ABO/+Z221886406,http://data.onb.ac.at/ABO/+Z185144502
Z221886406,Z185157302,104,0.06649616368286446,http://data.onb.ac.at/ABO/+Z221886406,http://data.onb.ac.at/ABO/+Z185157302
Z221886406,Z164617007,104,0.0640788662969809,http://data.onb.ac.at/ABO/+Z221886406,http://data.onb.ac.at/ABO/+Z164617007
Z175322805,Z15959440X,104,0.30057803468208094,http://data.onb.ac.at/ABO/+Z175322805,http://data.onb.ac.at/ABO/+Z15959440X
Z95512104,Z164724109,104,0.11967779056386652,http://data.onb.ac.at/ABO/+Z95512104,http://data.onb.ac.at/ABO/+Z164724109
Z18514440X,Z185144502,104,0.27586206896551724,http://data.onb.ac.at/ABO/+Z18514440X,http://data.onb.ac.at/ABO/+Z185144502
Z18514440X,Z185157302,104,0.17869415807560138,http://data.onb.ac.at/ABO/+Z18514440X,http://data.onb.ac.at/ABO/+Z185157302
Z18514440X,Z164617007,104,0.1622464898595944,http://data.onb.ac.at/ABO/+Z18514440X,http://data.onb.ac.at/ABO/+Z164617007
Z164646202,Z164724109,104,0.08957795004306632,http://data.onb.ac.at/ABO/+Z164646202,http://data.onb.ac.at/ABO/+Z164724109
Z168354805,Z15959440X,104,0.2694300518134715,http://data.onb.ac.at/ABO/+Z168354805,http://data.onb.ac.at/ABO/+Z15959440X
Z165708902,Z185144502,104,0.21138211382113822,http://data.onb.ac.at/ABO/+Z165708902,http://data.onb.ac.at/ABO/+Z185144502
Z165708902,Z185157302,104,0.1492109038737446,http://data.onb.ac.at/ABO/+Z165708902,http://data.onb.ac.at/ABO/+Z185157302
Z165708902,Z164617007,104,0.13756613756613756,http://data.onb.ac.at/ABO/+Z165708902,http://data.onb.ac.at/ABO/+Z164617007
Z168351105,Z15959440X,104,0.2524271844660194,http://data.onb.ac.at/ABO/+Z168351105,http://data.onb.ac.at/ABO/+Z15959440X
Z203220900,Z185144502,104,0.17687074829931973,http://data.onb.ac.at/ABO/+Z203220900,http://data.onb.ac.at/ABO/+Z185144502
Z203220900,Z185157302,104,0.13114754098360656,http://data.onb.ac.at/ABO/+Z203220900,http://data.onb.ac.at/ABO/+Z185157302
Z203220900,Z164617007,104,0.12206572769953052,http://data.onb.ac.at/ABO/+Z203220900,http://data.onb.ac.at/ABO/+Z164617007
Z184092300,Z15959440X,104,0.1873873873873874,http://data.onb.ac.at/ABO/+Z184092300,http://data.onb.ac.at/ABO/+Z15959440X
Z166659108,Z164724109,104,0.11063829787234042,http://data.onb.ac.at/ABO/+Z166659108,http://data.onb.ac.at/ABO/+Z164724109
Z252901907,Z15959440X,104,0.22807017543859648,http://data.onb.ac.at/ABO/+Z252901907,http://data.onb.ac.at/ABO/+Z15959440X
Z180663709,Z15959440X,104,0.11087420042643924,http://data.onb.ac.at/ABO/+Z180663709,http://data.onb.ac.at/ABO/+Z15959440X
Z59449401,Z164724109,104,0.08761583824768324,http://data.onb.ac.at/ABO/+Z59449401,http://data.onb.ac.at/ABO/+Z164724109
Z164724109,Z155909506,104,0.11845102505694761,http://data.onb.ac.at/ABO/+Z164724109,http://data.onb.ac.at/ABO/+Z155909506
Z164724109,Z16835250X,104,0.12560386473429952,http://data.onb.ac.at/ABO/+Z164724109,http://data.onb.ac.at/ABO/+Z16835250X
Z164724109,Z168352407,104,0.12351543942992874,http://data.onb.ac.at/ABO/+Z164724109,http://data.onb.ac.at/ABO/+Z168352407
Z164724109,Z177010100,104,0.10348258706467661,http://data.onb.ac.at/ABO/+Z164724109,http://data.onb.ac.at/ABO/+Z177010100
Z164724109,Z174836908,104,0.13016270337922403,http://data.onb.ac.at/ABO/+Z164724109,http://data.onb.ac.at/ABO/+Z174836908
Z164724109,Z170738205,104,0.1078838174273859,http://data.onb.ac.at/ABO/+Z164724109,http://data.onb.ac.at/ABO/+Z170738205
Z164724109,Z163300508,104,0.09411764705882353,http://data.onb.ac.at/ABO/+Z164724109,http://data.onb.ac.at/ABO/+Z163300508
Z164724109,Z166665108,104,0.11063829787234042,http://data.onb.ac.at/ABO/+Z164724109,http://data.onb.ac.at/ABO/+Z166665108
Z164724109,Z62785705,104,0.13541666666666666,http://data.onb.ac.at/ABO/+Z164724109,http://data.onb.ac.at/ABO/+Z62785705
Z164724109,Z221151005,104,0.10935856992639327,http://data.onb.ac.at/ABO/+Z164724109,http://data.onb.ac.at/ABO/+Z221151005
Z159574205,Z185144502,104,0.2003853564547206,http://data.onb.ac.at/ABO/+Z159574205,http://data.onb.ac.at/ABO/+Z185144502
Z159574205,Z185157302,104,0.143646408839779,http://data.onb.ac.at/ABO/+Z159574205,http://data.onb.ac.at/ABO/+Z185157302
Z159574205,Z164617007,104,0.13282247765006386,http://data.onb.ac.at/ABO/+Z159574205,http://data.onb.ac.at/ABO/+Z164617007
Z207115102,Z15959440X,104,0.23476297968397292,http://data.onb.ac.at/ABO/+Z207115102,http://data.onb.ac.at/ABO/+Z15959440X
Z185145105,Z15959440X,104,0.2524271844660194,http://data.onb.ac.at/ABO/+Z185145105,http://data.onb.ac.at/ABO/+Z15959440X
Z168354209,Z185144502,104,0.2653061224489796,http://data.onb.ac.at/ABO/+Z168354209,http://data.onb.ac.at/ABO/+Z185144502
Z168354209,Z185157302,104,0.17420435510887772,http://data.onb.ac.at/ABO/+Z168354209,http://data.onb.ac.at/ABO/+Z185157302
Z168354209,Z164617007,104,0.15853658536585366,http://data.onb.ac.at/ABO/+Z168354209,http://data.onb.ac.at/ABO/+Z164617007
Z185144502,Z181207700,104,0.21267893660531698,http://data.onb.ac.at/ABO/+Z185144502,http://data.onb.ac.at/ABO/+Z181207700
Z185144502,Z180618303,104,0.25806451612903225,http://data.onb.ac.at/ABO/+Z185144502,http://data.onb.ac.at/ABO/+Z180618303
Z185144502,Z156935501,104,0.38095238095238093,http://data.onb.ac.at/ABO/+Z185144502,http://data.onb.ac.at/ABO/+Z156935501
Z185144502,Z159573900,104,0.1958568738229755,http://data.onb.ac.at/ABO/+Z185144502,http://data.onb.ac.at/ABO/+Z159573900
Z185144502,Z180307607,104,0.3525423728813559,http://data.onb.ac.at/ABO/+Z185144502,http://data.onb.ac.at/ABO/+Z180307607
Z185144502,Z166652606,104,0.18840579710144928,http://data.onb.ac.at/ABO/+Z185144502,http://data.onb.ac.at/ABO/+Z166652606
Z185144502,Z157645002,104,0.07514450867052024,http://data.onb.ac.at/ABO/+Z185144502,http://data.onb.ac.at/ABO/+Z157645002
Z185144502,Z168355007,104,0.28493150684931506,http://data.onb.ac.at/ABO/+Z185144502,http://data.onb.ac.at/ABO/+Z168355007
Z185144502,Z164594706,104,0.23963133640552994,http://data.onb.ac.at/ABO/+Z185144502,http://data.onb.ac.at/ABO/+Z164594706
Z185157703,Z15959440X,104,0.22127659574468084,http://data.onb.ac.at/ABO/+Z185157703,http://data.onb.ac.at/ABO/+Z15959440X
Z17845860X,Z15959440X,104,0.13164556962025317,http://data.onb.ac.at/ABO/+Z17845860X,http://data.onb.ac.at/ABO/+Z15959440X
Z185157302,Z181207700,104,0.14985590778097982,http://data.onb.ac.at/ABO/+Z185157302,http://data.onb.ac.at/ABO/+Z181207700
Z185157302,Z180618303,104,0.17105263157894737,http://data.onb.ac.at/ABO/+Z185157302,http://data.onb.ac.at/ABO/+Z180618303
Z185157302,Z156935501,104,0.2175732217573222,http://data.onb.ac.at/ABO/+Z185157302,http://data.onb.ac.at/ABO/+Z156935501
Z185157302,Z159573900,104,0.14130434782608695,http://data.onb.ac.at/ABO/+Z185157302,http://data.onb.ac.at/ABO/+Z159573900
Z185157302,Z180307607,104,0.208,http://data.onb.ac.at/ABO/+Z185157302,http://data.onb.ac.at/ABO/+Z180307607
Z185157302,Z166652606,104,0.13738441215323646,http://data.onb.ac.at/ABO/+Z185157302,http://data.onb.ac.at/ABO/+Z166652606
Z185157302,Z157645002,104,0.06544996853366897,http://data.onb.ac.at/ABO/+Z185157302,http://data.onb.ac.at/ABO/+Z157645002
Z185157302,Z168355007,104,0.1824561403508772,http://data.onb.ac.at/ABO/+Z185157302,http://data.onb.ac.at/ABO/+Z168355007
Z185157302,Z164594706,104,0.162754303599374,http://data.onb.ac.at/ABO/+Z185157302,http://data.onb.ac.at/ABO/+Z164594706
Z16835510X,Z15959440X,104,0.25552825552825553,http://data.onb.ac.at/ABO/+Z16835510X,http://data.onb.ac.at/ABO/+Z15959440X
Z185144307,Z15959440X,104,0.2803234501347709,http://data.onb.ac.at/ABO/+Z185144307,http://data.onb.ac.at/ABO/+Z15959440X
Z185157508,Z15959440X,104,0.2708333333333333,http://data.onb.ac.at/ABO/+Z185157508,http://data.onb.ac.at/ABO/+Z15959440X
Z159573900,Z164617007,104,0.13081761006289308,http://data.onb.ac.at/ABO/+Z159573900,http://data.onb.ac.at/ABO/+Z164617007
Z166652606,Z164617007,104,0.12745098039215685,http://data.onb.ac.at/ABO/+Z166652606,http://data.onb.ac.at/ABO/+Z164617007
Z164594706,Z164617007,104,0.1489971346704871,http://data.onb.ac.at/ABO/+Z164594706,http://data.onb.ac.at/ABO/+Z164617007
Z202956908,Z15959440X,104,0.1051567239635996,http://data.onb.ac.at/ABO/+Z202956908,http://data.onb.ac.at/ABO/+Z15959440X
Z15959440X,Z166665406,104,0.21987315010570824,http://data.onb.ac.at/ABO/+Z15959440X,http://data.onb.ac.at/ABO/+Z166665406
Z15959440X,Z180798408,104,0.17627118644067796,http://data.onb.ac.at/ABO/+Z15959440X,http://data.onb.ac.at/ABO/+Z180798408
Z15959440X,Z168352006,104,0.2694300518134715,http://data.onb.ac.at/ABO/+Z15959440X,http://data.onb.ac.at/ABO/+Z168352006
Z15959440X,Z155013304,104,0.1087866108786611,http://data.onb.ac.at/ABO/+Z15959440X,http://data.onb.ac.at/ABO/+Z155013304
Z180618303,Z164617007,104,0.15592203898050974,http://data.onb.ac.at/ABO/+Z180618303,http://data.onb.ac.at/ABO/+Z164617007
Z156935501,Z164617007,104,0.19366852886405958,http://data.onb.ac.at/ABO/+Z156935501,http://data.onb.ac.at/ABO/+Z164617007
Z181207700,Z164617007,104,0.13811420982735723,http://data.onb.ac.at/ABO/+Z181207700,http://data.onb.ac.at/ABO/+Z164617007
Z157645002,Z164617007,104,0.06310679611650485,http://data.onb.ac.at/ABO/+Z157645002,http://data.onb.ac.at/ABO/+Z164617007
Z164617007,Z180307607,104,0.18604651162790697,http://data.onb.ac.at/ABO/+Z164617007,http://data.onb.ac.at/ABO/+Z180307607
Z164617007,Z168355007,104,0.16534181240063592,http://data.onb.ac.at/ABO/+Z164617007,http://data.onb.ac.at/ABO/+Z168355007
Z168353503,Z156319401,102,0.15022091310751104,http://data.onb.ac.at/ABO/+Z168353503,http://data.onb.ac.at/ABO/+Z156319401
Z168351609,Z156319401,102,0.15088757396449703,http://data.onb.ac.at/ABO/+Z168351609,http://data.onb.ac.at/ABO/+Z156319401
Z179146505,Z257382001,102,0.12439024390243902,http://data.onb.ac.at/ABO/+Z179146505,http://data.onb.ac.at/ABO/+Z257382001
Z179146505,Z162737605,102,0.11447811447811448,http://data.onb.ac.at/ABO/+Z179146505,http://data.onb.ac.at/ABO/+Z162737605
Z179146505,Z162737502,102,0.10909090909090909,http://data.onb.ac.at/ABO/+Z179146505,http://data.onb.ac.at/ABO/+Z162737502
Z157614406,Z257382001,102,0.1476121562952243,http://data.onb.ac.at/ABO/+Z157614406,http://data.onb.ac.at/ABO/+Z257382001
Z157614406,Z162737605,102,0.13385826771653545,http://data.onb.ac.at/ABO/+Z157614406,http://data.onb.ac.at/ABO/+Z162737605
Z157614406,Z162737502,102,0.12655086848635236,http://data.onb.ac.at/ABO/+Z157614406,http://data.onb.ac.at/ABO/+Z162737502
Z166663707,Z156319401,102,0.10461538461538461,http://data.onb.ac.at/ABO/+Z166663707,http://data.onb.ac.at/ABO/+Z156319401
Z171736009,Z156319401,102,0.13010204081632654,http://data.onb.ac.at/ABO/+Z171736009,http://data.onb.ac.at/ABO/+Z156319401
Z168355202,Z257382001,102,0.18214285714285713,http://data.onb.ac.at/ABO/+Z168355202,http://data.onb.ac.at/ABO/+Z257382001
Z168355202,Z162737605,102,0.16164817749603805,http://data.onb.ac.at/ABO/+Z168355202,http://data.onb.ac.at/ABO/+Z162737605
Z168355202,Z162737502,102,0.1511111111111111,http://data.onb.ac.at/ABO/+Z168355202,http://data.onb.ac.at/ABO/+Z162737502
Z177173803,Z156319401,102,0.12830188679245283,http://data.onb.ac.at/ABO/+Z177173803,http://data.onb.ac.at/ABO/+Z156319401
Z18287220X,Z156319401,102,0.09760765550239234,http://data.onb.ac.at/ABO/+Z18287220X,http://data.onb.ac.at/ABO/+Z156319401
Z220030607,Z257382001,102,0.1021021021021021,http://data.onb.ac.at/ABO/+Z220030607,http://data.onb.ac.at/ABO/+Z257382001
Z220030607,Z162737605,102,0.09532710280373832,http://data.onb.ac.at/ABO/+Z220030607,http://data.onb.ac.at/ABO/+Z162737605
Z220030607,Z162737502,102,0.09156193895870736,http://data.onb.ac.at/ABO/+Z220030607,http://data.onb.ac.at/ABO/+Z162737502
Z168353606,Z257382001,102,0.1811722912966252,http://data.onb.ac.at/ABO/+Z168353606,http://data.onb.ac.at/ABO/+Z257382001
Z168353606,Z162737605,102,0.1608832807570978,http://data.onb.ac.at/ABO/+Z168353606,http://data.onb.ac.at/ABO/+Z162737605
Z168353606,Z162737502,102,0.1504424778761062,http://data.onb.ac.at/ABO/+Z168353606,http://data.onb.ac.at/ABO/+Z162737502
Z257382001,Z257381902,102,0.1259259259259259,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z257381902
Z257382001,Z168354702,102,0.1851179673321234,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z168354702
Z257382001,Z183205603,102,0.1935483870967742,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z183205603
Z257382001,Z168352109,102,0.17435897435897435,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z168352109
Z257382001,Z103507401,102,0.1297709923664122,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z103507401
Z257382001,Z105518505,102,0.11971830985915492,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z105518505
Z257382001,Z255414503,102,0.11422172452407615,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z255414503
Z257382001,Z168351506,102,0.19883040935672514,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z168351506
Z257382001,Z168355305,102,0.1811722912966252,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z168355305
Z257382001,Z168352900,102,0.13368283093053734,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z168352900
Z257382001,Z19753230X,102,0.08127490039840637,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z19753230X
Z257382001,Z175174804,102,0.15477996965098634,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z175174804
Z257382001,Z15957400X,102,0.13728129205921938,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z15957400X
Z257382001,Z260071609,102,0.16113744075829384,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z260071609
Z257382001,Z170807604,102,0.15201192250372578,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z170807604
Z257382001,Z185144903,102,0.1786339754816112,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z185144903
Z257382001,Z168353102,102,0.1637239165329053,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z168353102
Z257382001,Z160331002,102,0.12289156626506025,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z160331002
Z257382001,Z221886200,102,0.14890510948905109,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z221886200
Z257382001,Z175847409,102,0.1493411420204978,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z175847409
Z257382001,Z180713907,102,0.14366197183098592,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z180713907
Z257382001,Z155909002,102,0.12797992471769135,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z155909002
Z257382001,Z166666101,102,0.1191588785046729,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z166666101
Z257382001,Z258853704,102,0.13953488372093023,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z258853704
Z257382001,Z256482103,102,0.17142857142857143,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z256482103
Z257382001,Z178361408,102,0.1204250295159386,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z178361408
Z257382001,Z159579008,102,0.16062992125984252,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z159579008
Z257382001,Z182437208,102,0.17708333333333334,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z182437208
Z257382001,Z168354301,102,0.19805825242718447,http://data.onb.ac.at/ABO/+Z257382001,http://data.onb.ac.at/ABO/+Z168354301
Z156319401,Z166659108,102,0.1297709923664122,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z166659108
Z156319401,Z155909506,102,0.1408839779005525,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z155909506
Z156319401,Z16868510X,102,0.1632,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z16868510X
Z156319401,Z20322520X,102,0.0794392523364486,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z20322520X
Z156319401,Z16835250X,102,0.1513353115727003,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z16835250X
Z156319401,Z168352407,102,0.14825581395348839,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z168352407
Z156319401,Z164646202,102,0.1012909632571996,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z164646202
Z156319401,Z177010100,102,0.11985898942420682,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z177010100
Z156319401,Z174836908,102,0.15813953488372093,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z174836908
Z156319401,Z178293907,102,0.14186369958275383,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z178293907
Z156319401,Z26007720X,102,0.12993630573248408,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z26007720X
Z156319401,Z59449401,102,0.09874152952565343,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z59449401
Z156319401,Z95512104,102,0.14265734265734265,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z95512104
Z156319401,Z170738205,102,0.1259259259259259,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z170738205
Z156319401,Z163300508,102,0.10725552050473186,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z163300508
Z156319401,Z166665108,102,0.1297709923664122,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z166665108
Z156319401,Z62785705,102,0.16612377850162866,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z62785705
Z156319401,Z176514702,102,0.14225941422594143,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z176514702
Z156319401,Z168355408,102,0.14049586776859505,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z168355408
Z156319401,Z174822107,102,0.16693944353518822,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z174822107
Z156319401,Z221151005,102,0.12797992471769135,http://data.onb.ac.at/ABO/+Z156319401,http://data.onb.ac.at/ABO/+Z221151005
Z168351506,Z162737605,102,0.17465753424657535,http://data.onb.ac.at/ABO/+Z168351506,http://data.onb.ac.at/ABO/+Z162737605
Z168351506,Z162737502,102,0.1624203821656051,http://data.onb.ac.at/ABO/+Z168351506,http://data.onb.ac.at/ABO/+Z162737502
Z168355305,Z162737605,102,0.1608832807570978,http://data.onb.ac.at/ABO/+Z168355305,http://data.onb.ac.at/ABO/+Z162737605
Z168355305,Z162737502,102,0.1504424778761062,http://data.onb.ac.at/ABO/+Z168355305,http://data.onb.ac.at/ABO/+Z162737502
Z175847409,Z162737605,102,0.13527851458885942,http://data.onb.ac.at/ABO/+Z175847409,http://data.onb.ac.at/ABO/+Z162737605
Z175847409,Z162737502,102,0.12781954887218044,http://data.onb.ac.at/ABO/+Z175847409,http://data.onb.ac.at/ABO/+Z162737502
Z260071609,Z162737605,102,0.14488636363636365,http://data.onb.ac.at/ABO/+Z260071609,http://data.onb.ac.at/ABO/+Z162737605
Z260071609,Z162737502,102,0.13636363636363635,http://data.onb.ac.at/ABO/+Z260071609,http://data.onb.ac.at/ABO/+Z162737502
Z160331002,Z162737605,102,0.11320754716981132,http://data.onb.ac.at/ABO/+Z160331002,http://data.onb.ac.at/ABO/+Z162737605
Z160331002,Z162737502,102,0.10793650793650794,http://data.onb.ac.at/ABO/+Z160331002,http://data.onb.ac.at/ABO/+Z162737502
Z170807604,Z162737605,102,0.13746630727762804,http://data.onb.ac.at/ABO/+Z170807604,http://data.onb.ac.at/ABO/+Z162737605
Z170807604,Z162737502,102,0.1297709923664122,http://data.onb.ac.at/ABO/+Z170807604,http://data.onb.ac.at/ABO/+Z162737502
Z255414503,Z162737605,102,0.10580912863070539,http://data.onb.ac.at/ABO/+Z255414503,http://data.onb.ac.at/ABO/+Z162737605
Z255414503,Z162737502,102,0.10119047619047619,http://data.onb.ac.at/ABO/+Z255414503,http://data.onb.ac.at/ABO/+Z162737502
Z159579008,Z162737605,102,0.14447592067988668,http://data.onb.ac.at/ABO/+Z159579008,http://data.onb.ac.at/ABO/+Z162737605
Z159579008,Z162737502,102,0.136,http://data.onb.ac.at/ABO/+Z159579008,http://data.onb.ac.at/ABO/+Z162737502
Z257381902,Z162737605,102,0.11577752553916004,http://data.onb.ac.at/ABO/+Z257381902,http://data.onb.ac.at/ABO/+Z162737605
Z257381902,Z162737502,102,0.11027027027027027,http://data.onb.ac.at/ABO/+Z257381902,http://data.onb.ac.at/ABO/+Z162737502
Z168354301,Z162737605,102,0.17406143344709898,http://data.onb.ac.at/ABO/+Z168354301,http://data.onb.ac.at/ABO/+Z162737605
Z168354301,Z162737502,102,0.1619047619047619,http://data.onb.ac.at/ABO/+Z168354301,http://data.onb.ac.at/ABO/+Z162737502
Z221886200,Z162737605,102,0.1349206349206349,http://data.onb.ac.at/ABO/+Z221886200,http://data.onb.ac.at/ABO/+Z162737605
Z221886200,Z162737502,102,0.1275,http://data.onb.ac.at/ABO/+Z221886200,http://data.onb.ac.at/ABO/+Z162737502
Z183205603,Z162737605,102,0.1705685618729097,http://data.onb.ac.at/ABO/+Z183205603,http://data.onb.ac.at/ABO/+Z162737605
Z183205603,Z162737502,102,0.1588785046728972,http://data.onb.ac.at/ABO/+Z183205603,http://data.onb.ac.at/ABO/+Z162737502
Z168354702,Z162737605,102,0.1639871382636656,http://data.onb.ac.at/ABO/+Z168354702,http://data.onb.ac.at/ABO/+Z162737605
Z168354702,Z162737502,102,0.15315315315315314,http://data.onb.ac.at/ABO/+Z168354702,http://data.onb.ac.at/ABO/+Z162737502
Z256482103,Z162737605,102,0.15315315315315314,http://data.onb.ac.at/ABO/+Z256482103,http://data.onb.ac.at/ABO/+Z162737605
Z256482103,Z162737502,102,0.14366197183098592,http://data.onb.ac.at/ABO/+Z256482103,http://data.onb.ac.at/ABO/+Z162737502
Z180713907,Z162737605,102,0.13060179257362356,http://data.onb.ac.at/ABO/+Z180713907,http://data.onb.ac.at/ABO/+Z162737605
Z180713907,Z162737502,102,0.12363636363636364,http://data.onb.ac.at/ABO/+Z180713907,http://data.onb.ac.at/ABO/+Z162737502
Z168353102,Z162737605,102,0.14697406340057637,http://data.onb.ac.at/ABO/+Z168353102,http://data.onb.ac.at/ABO/+Z162737605
