barcode_a,barcode_b,doc2vec_distance,reissue
Z253367704,Z185157909,77.0866470336914,
Z180631800,Z164172903,77.09883880615234,
Z185157909,Z164172903,77.1078872680664,
Z180628606,Z185158008,77.11273193359375,
Z165709803,Z159579501,77.12376403808594,
Z168096506,Z186388101,77.12559509277344,
Z158700100,Z185142207,77.15027618408203,
Z180631800,Z18515720X,77.15040588378906,
Z185142207,Z197267901,77.16382598876953,
Z15958790X,Z159579501,77.18917083740234,
Z158160208,Z176245508,77.1959457397461,
Z15958790X,Z18514390X,77.19597625732422,
Z167120604,Z224270704,77.22659301757812,reissue
Z175034204,Z168096506,77.22695922851562,
Z253367704,Z176246604,77.25199890136719,
Z158700100,Z178362103,77.25355529785156,
Z185142104,Z184400900,77.25953674316406,
Z256474908,Z156265702,77.26402282714844,
Z163300909,Z184400900,77.27338409423828,
Z185142104,Z175148507,77.27849578857422,
Z159579604,Z175148507,77.29063415527344,
Z185142207,Z168353801,77.331298828125,
Z184400900,Z224270704,77.34588623046875,
Z168096506,Z168091302,77.34642028808594,
Z167120501,Z185912505,77.36412811279297,
Z167120604,Z168353709,77.37823486328125,
Z168091405,Z185158008,77.37950134277344,
Z168091302,Z176246604,77.3862533569336,
Z168096506,Z185143704,77.39240264892578,
Z185142207,Z168353709,77.39972686767578,
Z182822001,Z18515720X,77.41006469726562,
Z15657730X,Z256474908,77.41158294677734,
Z176245508,Z157711400,77.4216537475586,
Z35076705,Z176246604,77.42474365234375,
Z156771000,Z159588009,77.42525482177734,
Z159579501,Z184140306,77.43546295166016,
Z175034204,Z176246604,77.4456558227539,
Z160260500,Z184929303,77.46417236328125,
Z18514390X,Z184140306,77.46687316894531,
Z164172903,Z185143704,77.4675521850586,
Z185142001,Z180631800,77.47734832763672,
Z159579501,Z165780108,77.50568389892578,
Z175148507,Z157711400,77.5071029663086,
Z185142104,Z177009407,77.50870513916016,
Z168096506,Z184140306,77.52144622802734,
Z159579501,Z168091302,77.52545166015625,
Z185157107,Z224270704,77.59456634521484,
Z184400900,Z18514390X,77.602294921875,
Z197267901,Z18515720X,77.61738586425781,
Z185912505,Z176245508,77.64900970458984,
Z180631800,Z157711400,77.65354919433594,
Z165709803,Z197267901,77.65901947021484,
Z197267901,Z185157909,77.67963409423828,
Z159579604,Z180631800,77.68345642089844,
Z185142001,Z184140306,77.68508911132812,
Z185142207,Z184140306,77.69257354736328,
Z156843801,Z168091405,77.7142333984375,
Z156771000,Z168091302,77.77664184570312,
Z158160208,Z156577207,77.78264617919922,
Z168354106,Z165780108,77.79964447021484,
Z175034204,Z159579501,77.8077621459961,
Z197267901,Z168096506,77.82057189941406,
Z175034204,Z18514390X,77.82361602783203,
Z168354106,Z184929303,77.83973693847656,
Z167120501,Z184929303,77.8467788696289,reissue
Z185157909,Z168096506,77.8559799194336,
Z185157909,Z184140306,77.85810852050781,
Z158160208,Z224270704,77.86466979980469,
Z159579501,Z185158008,77.87175750732422,
Z185157909,Z176245508,77.89936828613281,
Z178362103,Z184140306,77.90129089355469,
Z185912505,Z168096506,77.9114761352539,
Z185142104,Z159579501,77.91658782958984,
Z182822001,Z224270704,77.93079376220703,
Z180628606,Z177009407,77.93154907226562,
Z168353801,Z165780108,77.94647216796875,
Z185157107,Z185157909,77.94805908203125,
Z185157107,Z168353709,77.95365142822266,
Z167120501,Z185158008,77.97390747070312,
Z167120501,Z197267901,77.97766876220703,
Z158700100,Z168354106,77.98641204833984,
Z185157107,Z176245508,77.98674774169922,
Z168353709,Z185158008,78.01446533203125,
Z180631800,Z177009407,78.04035949707031,
Z197267901,Z176245508,78.045166015625,
Z178362103,Z167120604,78.05360412597656,
Z168353709,Z165780108,78.06153106689453,
Z176245508,Z164172903,78.06681823730469,
Z163300909,Z182900000,78.06766510009766,
Z178362103,Z164172903,78.10205841064453,
Z159579604,Z18515720X,78.1163101196289,
Z178362103,Z224270704,78.12433624267578,
Z185157107,Z35076705,78.1290283203125,
Z224270704,Z185158008,78.14280700683594,
Z167120501,Z159579604,78.14482879638672,
Z156771000,Z175034204,78.14639282226562,
Z185142001,Z224270704,78.14653778076172,
Z168091302,Z164172903,78.16473388671875,
Z178362103,Z185143704,78.17045593261719,
Z158160208,Z35076705,78.1734619140625,
Z177009407,Z175148507,78.17414855957031,
Z180628606,Z18515720X,78.18333435058594,
Z158700100,Z197267901,78.18411254882812,
Z25647300X,Z157711400,78.2254409790039,
Z175034204,Z185157909,78.2305908203125,
Z163300909,Z18515720X,78.23564910888672,
Z168353801,Z185158008,78.23785400390625,
Z253367704,Z159579501,78.2427749633789,
Z182822001,Z175148507,78.25853729248047,
Z15958790X,Z18515720X,78.25885009765625,
Z156771000,Z184140306,78.27437591552734,
Z25647300X,Z184140306,78.29633331298828,
Z185142001,Z18514390X,78.32270050048828,
Z167120501,Z15958790X,78.32784271240234,
Z15657730X,Z18514390X,78.33808898925781,
Z160260500,Z224270704,78.3466796875,
Z165709803,Z185143704,78.34685516357422,
Z159588009,Z185158008,78.35089111328125,
Z185142001,Z157711400,78.384521484375,
Z180628606,Z157711400,78.39881134033203,
Z185142001,Z175034204,78.39887237548828,
Z182900000,Z176246604,78.42395782470703,
Z167120604,Z165780108,78.43013763427734,
Z175034204,Z165780108,78.43309020996094,
Z163300909,Z15657730X,78.44133758544922,
Z159579604,Z168096506,78.45279693603516,
Z156843801,Z18514390X,78.4540786743164,
Z182822001,Z168091405,78.45608520507812,
Z178362103,Z182822001,78.46976470947266,
Z185157107,Z168353801,78.47937774658203,
Z170807203,Z256474908,78.50074005126953,
Z185157909,Z168353801,78.50495147705078,
Z156843801,Z185143704,78.50788116455078,
Z197267901,Z185143704,78.51061248779297,
Z178362103,Z165780108,78.5111083984375,
Z168091302,Z185158008,78.51445770263672,
Z18515720X,Z185143704,78.61463165283203,
Z156843801,Z182822001,78.62457275390625,
Z175034204,Z25647300X,78.63595581054688,
Z197267901,Z184400900,78.64672088623047,
Z15958790X,Z176245508,78.64917755126953,
Z160260500,Z185143704,78.66841888427734,
Z165709803,Z159579604,78.67041778564453,
Z167120604,Z168091405,78.67076873779297,
Z185912505,Z18514390X,78.67294311523438,
Z165709803,Z178362103,78.67510223388672,
Z180631800,Z25647300X,78.68437957763672,
Z168354106,Z176246604,78.6905517578125,
Z156843801,Z15958790X,78.69385528564453,
Z175034204,Z164172903,78.70121765136719,
Z158160208,Z185158008,78.70498657226562,
Z167120501,Z177009407,78.72907257080078,
Z160260500,Z157711400,78.74000549316406,
Z182822001,Z18514390X,78.74748992919922,
Z167120501,Z168091405,78.74958801269531,
Z167120501,Z156771000,78.7685546875,
Z185142104,Z159579604,78.7747573852539,
Z159579604,Z176245508,78.77789306640625,
Z156843801,Z204534306,78.7898178100586,
Z182822001,Z158160208,78.80218505859375,
Z185157107,Z18244920X,78.872314453125,
Z184929303,Z168091405,78.90213775634766,
Z159579604,Z158160208,78.90367126464844,
Z168353801,Z168091405,78.91284942626953,
Z158700100,Z176245508,78.94352722167969,
Z35076705,Z256474908,78.95602416992188,
Z185142001,Z164172903,78.95853424072266,
Z185142001,Z178362103,78.96887969970703,
Z156771000,Z185143704,78.98188781738281,
Z180628606,Z184400900,78.99907684326172,
Z180628606,Z165780108,79.00273132324219,
Z178362103,Z168096506,79.01387023925781,
Z168096506,Z165780108,79.02945709228516,
Z163300909,Z18244920X,79.04676055908203,
Z185912505,Z168353709,79.0635757446289,
Z163300909,Z176246604,79.08191680908203,
Z156771000,Z184929303,79.08513641357422,
Z163300909,Z159588009,79.08722686767578,
Z159579501,Z168353709,79.08792114257812,
Z167120604,Z177009407,79.09257507324219,
Z165709803,Z177009407,79.10415649414062,
Z15958790X,Z185157107,79.11614990234375,
Z180628606,Z185157909,79.15160369873047,
Z253367704,Z168091405,79.16162872314453,
Z160260500,Z18515720X,79.22068786621094,
Z178362103,Z186388101,79.25115966796875,
Z156843801,Z197267901,79.27799987792969,
Z185912505,Z168353801,79.28593444824219,
Z185142001,Z15958790X,79.298095703125,
Z159579501,Z184929303,79.34420776367188,
Z158160208,Z177009407,79.34906005859375,
Z156843801,Z25647300X,79.36915588378906,
Z165709803,Z158160208,79.37848663330078,
Z180628606,Z159579501,79.38841247558594,
Z185157909,Z185143704,79.39949798583984,
Z167120501,Z185157107,79.406982421875,
Z185912505,Z164172903,79.4120864868164,
Z176246604,Z184140306,79.41436004638672,
Z156843801,Z178362103,79.41494750976562,
Z185157107,Z168354106,79.41731262207031,
Z159588009,Z167120604,79.42354583740234,
Z167120501,Z182822001,79.44615173339844,
Z167120604,Z185158008,79.46599578857422,
Z160260500,Z185158008,79.46923065185547,
Z185142104,Z186388101,79.47651672363281,
Z184400900,Z176245508,79.4765396118164,
Z15958790X,Z25647300X,79.47770690917969,
Z156843801,Z168096506,79.47842407226562,
Z156843801,Z185157107,79.48977661132812,
Z185912505,Z25647300X,79.4913330078125,
Z18514390X,Z176246604,79.49524688720703,
Z176246604,Z18244920X,79.509765625,
Z185912505,Z197267901,79.51495361328125,
Z178362103,Z168091405,79.51951599121094,
Z185912505,Z184400900,79.52204895019531,
Z178362103,Z185157107,79.53213500976562,
Z184140306,Z185158008,79.548828125,
Z156843801,Z185158008,79.55027770996094,
Z159579501,Z168096506,79.57087707519531,
Z185142207,Z180631800,79.59028625488281,
Z18514390X,Z168353709,79.60692596435547,
Z160260500,Z165780108,79.619384765625,
Z15958790X,Z159579604,79.62187194824219,
Z182900000,Z18514390X,79.62992095947266,
Z158160208,Z175148507,79.6489028930664,
Z167120501,Z18515720X,79.65522003173828,
Z165780108,Z185143704,79.67859649658203,
Z165709803,Z184400900,79.68138122558594,
Z156771000,Z224270704,79.71855163574219,
Z168354106,Z168091405,79.7485580444336,
Z156771000,Z159579501,79.76187133789062,
Z178362103,Z159579604,79.76654815673828,
Z178362103,Z180631800,79.78205108642578,
Z156843801,Z158700100,79.80467987060547,
Z156843801,Z160260500,79.80996704101562,
Z185912505,Z160260500,79.81414031982422,
Z159579501,Z18515720X,79.81460571289062,
Z156771000,Z185142104,79.81649780273438,
Z175034204,Z185158008,79.81714630126953,
Z159579501,Z175148507,79.8183364868164,
Z185157909,Z177009407,79.8197250366211,
Z165780108,Z184140306,79.82102966308594,
Z256474908,Z184929303,79.8411865234375,
Z184400900,Z158160208,79.84220886230469,
Z185142104,Z253367704,79.85781860351562,
Z186388101,Z168353709,79.8631362915039,
Z186388101,Z175148507,79.86956787109375,
Z184400900,Z185157107,79.88057708740234,
Z15958790X,Z167120604,79.88475799560547,
Z156843801,Z177009407,79.88533782958984,
Z182822001,Z177009407,79.89826965332031,
Z185142207,Z175148507,79.89915466308594,
Z156843801,Z18515720X,79.90856170654297,
Z158160208,Z18514390X,79.91117858886719,
Z185142207,Z159579501,79.91622161865234,
Z167120604,Z168354106,79.92501068115234,
Z185157107,Z182900000,79.92745971679688,
Z185912505,Z186388101,79.935791015625,
Z25647300X,Z185143704,79.9371337890625,
Z163300909,Z185157107,79.94892120361328,
Z182822001,Z180631800,79.95001983642578,
Z167120501,Z18514390X,79.96735382080078,
Z185142207,Z178362103,79.97537231445312,
Z185142207,Z186388101,79.97755432128906,
Z180628606,Z182822001,79.9893569946289,
Z159579501,Z185157909,80.01998901367188,
Z168096506,Z185158008,80.02658081054688,
Z163300909,Z168091302,80.0513916015625,
Z185157909,Z168353709,80.05542755126953,
Z156771000,Z197267901,80.0586929321289,
Z167120501,Z168353801,80.07014465332031,
Z167120604,Z157711400,80.1077880859375,reissue
Z160260500,Z158160208,80.11140441894531,
Z165709803,Z185912505,80.11420440673828,
Z18514390X,Z185158008,80.12152099609375,
Z165709803,Z185157107,80.12775421142578,
Z160260500,Z185157909,80.1350326538086,
Z156843801,Z158160208,80.13560485839844,
Z156843801,Z159579604,80.13801574707031,
Z175034204,Z167120604,80.14437103271484,
Z185142001,Z168353801,80.14762878417969,
Z177009407,Z168353709,80.16978454589844,
Z167120604,Z168091302,80.17131042480469,
Z168353709,Z168091405,80.17671966552734,
Z180628606,Z156771000,80.18326568603516,
Z185912505,Z168091405,80.18523406982422,
Z156843801,Z164172903,80.1904525756836,
Z185157107,Z177009407,80.19107055664062,
Z167120501,Z159579501,80.20673370361328,
Z18514390X,Z18244920X,80.2120590209961,
Z168091405,Z157711400,80.22090148925781,
Z185912505,Z177009407,80.22654724121094,
Z185142104,Z184929303,80.2327651977539,
Z167120501,Z157711400,80.23825073242188,reissue
Z197267901,Z164172903,80.24979400634766,
Z185157107,Z168091405,80.25588989257812,
Z18514390X,Z168353801,80.2708969116211,
Z167120604,Z176245508,80.2716064453125,
Z180631800,Z158160208,80.2755355834961,
Z184400900,Z167120604,80.27581787109375,
Z180628606,Z224270704,80.27619171142578,
Z163300909,Z256474908,80.28583526611328,
Z164172903,Z184140306,80.29574584960938,
Z156771000,Z168096506,80.3169174194336,
Z184400900,Z168353709,80.31925201416016,
Z159579501,Z168353801,80.32195281982422,
Z178362103,Z158160208,80.34918975830078,
Z184400900,Z185157909,80.3714599609375,
Z158160208,Z168353709,80.39532470703125,
Z165709803,Z156771000,80.3965072631836,
Z163300909,Z185157909,80.42151641845703,
Z185157107,Z159588009,80.42687225341797,
Z182822001,Z168354106,80.45233917236328,
Z167120501,Z184400900,80.45541381835938,
Z165709803,Z186388101,80.45832824707031,
Z185142207,Z25647300X,80.46330261230469,
Z185142001,Z182822001,80.48121643066406,
Z167120501,Z178362103,80.48554229736328,
Z18515720X,Z175148507,80.48625946044922,
Z158160208,Z168353801,80.5284423828125,
Z167120501,Z168353709,80.52910614013672,
Z158700100,Z156771000,80.53999328613281,
Z159588009,Z180631800,80.5443344116211,
Z165709803,Z25647300X,80.59835815429688,
Z180631800,Z175148507,80.6490478515625,
Z253367704,Z18514390X,80.65513610839844,
Z185142001,Z168096506,80.65865325927734,
Z158700100,Z256474908,80.66635131835938,
Z185142207,Z168096506,80.67329406738281,
Z156843801,Z184400900,80.6733627319336,
Z163300909,Z185142001,80.68448638916016,
Z156843801,Z180631800,80.6903076171875,
Z176245508,Z165780108,80.69489288330078,
Z156771000,Z159579604,80.69570922851562,
Z165709803,Z15958790X,80.75030517578125,
Z197267901,Z158160208,80.75167846679688,
Z159579604,Z18514390X,80.78662872314453,
Z158700100,Z185142001,80.79640197753906,
Z176246604,Z164172903,80.7965316772461,
Z184400900,Z186388101,80.79682159423828,
Z157711400,Z164172903,80.80501556396484,
Z15958790X,Z180631800,80.83009338378906,
Z186388101,Z168353801,80.84516906738281,
Z182822001,Z185157909,80.845458984375,
Z163300909,Z18514390X,80.868896484375,
Z185157909,Z25647300X,80.87174224853516,
Z185142207,Z168354106,80.87705993652344,
Z15958790X,Z168354106,80.88048553466797,
Z180631800,Z18514390X,80.8855972290039,
Z163300909,Z175034204,80.91349029541016,
Z184929303,Z164172903,80.9324951171875,
Z167120501,Z180628606,80.93797302246094,
Z167120501,Z164172903,80.9405517578125,
Z168091405,Z165780108,80.95726776123047,
Z156843801,Z185142207,80.97844696044922,
Z167120501,Z185157909,80.98685455322266,
Z184400900,Z168353801,81.00057220458984,
Z185142001,Z197267901,81.00069427490234,
Z185142001,Z185143704,81.0011215209961,
Z167120501,Z185143704,81.01403045654297,
Z156771000,Z177009407,81.06089782714844,
Z184400900,Z164172903,81.06686401367188,
Z177009407,Z168353801,81.08475494384766,
Z176245508,Z18514390X,81.08828735351562,
Z185157107,Z158160208,81.11996459960938,
Z15958790X,Z185142104,81.12857818603516,
Z185157909,Z18514390X,81.17292022705078,
Z167120501,Z176245508,81.18101501464844,
Z180628606,Z18514390X,81.18113708496094,
Z163300909,Z184140306,81.21568298339844,
Z167120604,Z18514390X,81.22005462646484,
Z256474908,Z164172903,81.23451232910156,
Z178362103,Z175148507,81.253662109375,
Z180628606,Z178362103,81.26909637451172,
Z159579501,Z176245508,81.28828430175781,
Z197267901,Z25647300X,81.3050537109375,
Z180628606,Z197267901,81.30894470214844,
Z253367704,Z256474908,81.3122329711914,
Z185142001,Z156577207,81.31657409667969,
Z18515720X,Z186388101,81.36256408691406,
Z185142001,Z167120604,81.37442016601562,
Z184400900,Z182822001,81.38400268554688,
Z180631800,Z168091302,81.3853530883789,
Z167120501,Z165780108,81.3878402709961,
Z156771000,Z168353801,81.40052795410156,
Z182822001,Z164172903,81.41700744628906,
Z165709803,Z180628606,81.42247772216797,
Z163300909,Z184929303,81.42430877685547,
Z164172903,Z185158008,81.46849060058594,
Z185912505,Z158160208,81.47559356689453,
Z180628606,Z167120604,81.47660827636719,
Z185157107,Z165780108,81.4845962524414,
Z156843801,Z176246604,81.51039123535156,
Z185157107,Z184140306,81.55909729003906,
Z185157107,Z167120604,81.5689697265625,
Z184929303,Z165780108,81.58394622802734,
Z177009407,Z185158008,81.59124755859375,
Z185157107,Z168091302,81.60539245605469,
Z185142001,Z160260500,81.61112976074219,
Z156771000,Z168353709,81.61162567138672,
Z163300909,Z157711400,81.6159896850586,
Z167120604,Z184140306,81.6176986694336,
Z158700100,Z185158008,81.6226806640625,
Z158160208,Z164172903,81.6513900756836,
Z180631800,Z185157909,81.65252685546875,
Z180628606,Z15958790X,81.65401458740234,
Z156771000,Z180631800,81.6552734375,
Z185142001,Z15657730X,81.65864562988281,
Z185142001,Z165780108,81.69847106933594,
Z159579604,Z176246604,81.69921112060547,
Z177009407,Z184929303,81.69981384277344,
Z159588009,Z186388101,81.72525787353516,
Z176245508,Z168353801,81.72722625732422,
Z178362103,Z176245508,81.75018310546875,
Z156843801,Z185142001,81.76107025146484,
Z25647300X,Z18514390X,81.7656021118164,
Z156843801,Z253367704,81.76770782470703,
Z180631800,Z168091405,81.81905364990234,
Z168096506,Z18514390X,81.82449340820312,
Z180628606,Z168353709,81.82673645019531,
Z165709803,Z185142001,81.83914184570312,
Z158700100,Z185157107,81.84109497070312,
Z156843801,Z165780108,81.87181091308594,
Z160260500,Z186388101,81.89977264404297,
Z184400900,Z168354106,81.90676879882812,
Z185142207,Z224270704,81.91676330566406,
Z159588009,Z256474908,81.9269027709961,
Z156843801,Z185912505,81.94364166259766,
Z185142001,Z168353709,81.94981384277344,
Z177009407,Z185143704,81.95059204101562,
Z184400900,Z185158008,81.97335815429688,
Z159579604,Z168353709,81.97772979736328,
Z156771000,Z18514390X,81.9834976196289,
Z158700100,Z15958790X,81.9839096069336,
Z160260500,Z159579501,81.9884033203125,
Z175034204,Z186388101,81.99655151367188,
Z168354106,Z185143704,81.99774169921875,
Z165709803,Z168354106,81.99822235107422,
Z182822001,Z168096506,82.0033187866211,
Z253367704,Z18515720X,82.0073471069336,
Z185912505,Z185157107,82.0288314819336,
Z158700100,Z185143704,82.02932739257812,
Z185912505,Z178362103,82.03303527832031,
Z163300909,Z197267901,82.05479431152344,
Z165709803,Z165780108,82.05662536621094,
Z185912505,Z18515720X,82.05789184570312,
Z185142207,Z167120604,82.07247161865234,
Z177009407,Z164172903,82.08460998535156,
Z178362103,Z25647300X,82.08741760253906,
Z176245508,Z177009407,82.08837890625,
Z167120501,Z158160208,82.0953140258789,
Z18515720X,Z164172903,82.0974349975586,
Z156843801,Z159579501,82.09756469726562,
Z180631800,Z168353709,82.10308837890625,
Z159579501,Z185143704,82.13834381103516,
Z160260500,Z18514390X,82.14599609375,
Z177009407,Z176246604,82.16295623779297,
Z180628606,Z168353801,82.16700744628906,
Z180628606,Z158700100,82.18173217773438,
Z159579604,Z185158008,82.19971466064453,
Z158160208,Z25647300X,82.19998931884766,
Z167120604,Z164172903,82.20055389404297,
Z175034204,Z180631800,82.22382354736328,
Z180628606,Z158160208,82.26025390625,
Z159588009,Z175148507,82.27002716064453,
Z167120501,Z185142001,82.28137969970703,
Z197267901,Z185157107,82.28609466552734,
Z18514390X,Z165780108,82.30046844482422,
Z176245508,Z168353709,82.3281478881836,
Z167120501,Z168354106,82.335205078125,
Z185157909,Z165780108,82.34098052978516,
Z15958790X,Z158160208,82.36404418945312,
Z182822001,Z184929303,82.3691177368164,
Z253367704,Z159579604,82.37100982666016,
Z185157107,Z25647300X,82.38005828857422,
Z168353709,Z176246604,82.38343811035156,
Z253367704,Z185158008,82.39533996582031,
Z180628606,Z168096506,82.40758514404297,
Z253367704,Z184929303,82.4094009399414,
Z25647300X,Z177009407,82.41444396972656,
Z185157107,Z175034204,82.41867065429688,
Z159579501,Z168354106,82.445068359375,
Z184400900,Z168096506,82.4604721069336,
Z159579604,Z184929303,82.4632339477539,
Z186388101,Z185158008,82.46800231933594,
Z165709803,Z175148507,82.47998809814453,
Z25647300X,Z184929303,82.49217224121094,
Z160260500,Z182822001,82.50128173828125,
Z160260500,Z168353709,82.51090240478516,
Z168096506,Z177009407,82.54902648925781,
Z165709803,Z176246604,82.5804672241211,
Z167120604,Z186388101,82.58392333984375,
Z253367704,Z157711400,82.61454772949219,
Z163300909,Z158700100,82.61933135986328,
Z15958790X,Z160260500,82.64389038085938,
Z178362103,Z176246604,82.65174865722656,
Z156771000,Z182822001,82.66619110107422,
Z178362103,Z168354106,82.66964721679688,
Z158700100,Z158160208,82.68243408203125,
Z159579604,Z185143704,82.69393157958984,
Z224270704,Z175148507,82.70366668701172,
Z168096506,Z168091405,82.70793151855469,
Z197267901,Z253367704,82.71649169921875,
Z160260500,Z177009407,82.74451446533203,
Z156771000,Z178362103,82.75021362304688,
Z156771000,Z184400900,82.80319213867188,
Z168354106,Z175148507,82.8038330078125,
Z167120501,Z160260500,82.80445098876953,
Z180628606,Z159579604,82.80451965332031,
Z15958790X,Z185157909,82.80619049072266,
Z184400900,Z185143704,82.80674743652344,
Z25647300X,Z168354106,82.81044006347656,
Z160260500,Z168096506,82.81218719482422,
Z160260500,Z168353801,82.81255340576172,
Z180628606,Z180631800,82.81855773925781,
Z158160208,Z165780108,82.81884002685547,
Z185142001,Z184400900,82.82862091064453,
Z160260500,Z176246604,82.84548950195312,
Z156843801,Z156771000,82.88481140136719,
Z185912505,Z185142207,82.88601684570312,
Z185142001,Z35076705,82.89702606201172,
Z197267901,Z168353709,82.89810180664062,
Z15958790X,Z184929303,82.9111557006836,
Z185157107,Z175148507,82.91426849365234,
Z184400900,Z176246604,82.92704010009766,
Z177009407,Z186388101,82.93923950195312,
Z175148507,Z185143704,82.94196319580078,
Z180631800,Z184140306,82.94795227050781,
Z185157107,Z180631800,82.95199584960938,
Z197267901,Z157711400,82.9538803100586,
Z165709803,Z164172903,82.9607162475586,
Z180631800,Z168353801,82.96202087402344,
Z224270704,Z168096506,82.99931335449219,
Z158700100,Z18514390X,83.01583862304688,
Z180628606,Z186388101,83.02330780029297,
Z159579604,Z168353801,83.14847564697266,
Z185142001,Z25647300X,83.15031433105469,
Z15958790X,Z168096506,83.16153717041016,
Z253367704,Z158160208,83.1623764038086,
Z175034204,Z256474908,83.17073822021484,
Z168354106,Z185158008,83.17510986328125,
Z185157909,Z18515720X,83.18339538574219,
Z165780108,Z185158008,83.1888427734375,
Z15958790X,Z176246604,83.20088958740234,
Z197267901,Z168354106,83.20658874511719,
Z18515720X,Z176246604,83.2197265625,
Z180628606,Z160260500,83.22171783447266,
Z180628606,Z25647300X,83.23348236083984,
Z156843801,Z180628606,83.26669311523438,
Z185912505,Z156771000,83.27371215820312,
Z185142207,Z253367704,83.2955093383789,
Z156771000,Z175148507,83.34304809570312,
Z256474908,Z168091302,83.37035369873047,
Z156843801,Z167120604,83.37397766113281,
Z185142207,Z160260500,83.3900146484375,
Z197267901,Z160260500,83.40188598632812,
Z156771000,Z186388101,83.40361785888672,
Z163300909,Z159579604,83.404052734375,
Z180628606,Z185157107,83.40787506103516,
Z159579604,Z185157107,83.409423828125,
Z185912505,Z15958790X,83.41564178466797,
Z185142001,Z177009407,83.41912841796875,
Z158700100,Z253367704,83.43051147460938,
Z185912505,Z168354106,83.4596176147461,
Z163300909,Z180628606,83.46800231933594,
Z168096506,Z168353801,83.4869155883789,
Z253367704,Z185143704,83.51976776123047,
Z158160208,Z168354106,83.53514862060547,
Z256474908,Z224270704,83.5470962524414,
Z180631800,Z176246604,83.56800079345703,
Z156843801,Z168353709,83.57504272460938,
Z185142001,Z159579604,83.59759521484375,
Z168091302,Z175148507,83.603515625,
Z178362103,Z184929303,83.6178970336914,
Z186388101,Z168091302,83.63347625732422,
Z25647300X,Z168091405,83.67176055908203,
Z160260500,Z185157107,83.68762969970703,
Z168096506,Z168353709,83.70132446289062,
Z184400900,Z25647300X,83.72317504882812,
Z256474908,Z184140306,83.72795867919922,
Z197267901,Z168353801,83.753662109375,
Z197267901,Z165780108,83.78654479980469,
Z156771000,Z160260500,83.82410430908203,
Z167120604,Z185157909,83.83338928222656,
Z175148507,Z168353801,83.8580093383789,
Z224270704,Z186388101,83.86920928955078,
Z163300909,Z176245508,83.87955474853516,
Z159579604,Z185157909,83.9055404663086,
Z186388101,Z184140306,83.91911315917969,
Z184400900,Z184929303,83.91932678222656,
Z175034204,Z175148507,83.94636535644531,
Z160260500,Z159579604,83.99030303955078,
Z163300909,Z159579501,83.99152374267578,
Z185912505,Z253367704,83.9985580444336,
Z156771000,Z185158008,83.99959564208984,
Z168354106,Z176245508,84.05904388427734,
Z168096506,Z164172903,84.091552734375,
Z185912505,Z182822001,84.13147735595703,
Z159588009,Z184929303,84.13671875,
Z158160208,Z185157909,84.1382064819336,
Z156771000,Z185157909,84.1575698852539,
Z185142001,Z253367704,84.1837158203125,
Z159579501,Z158160208,84.20388793945312,
Z15958790X,Z197267901,84.22871398925781,
Z168354106,Z177009407,84.28355407714844,
Z159579604,Z168354106,84.32621002197266,
Z175148507,Z168353709,84.32952117919922,
Z156771000,Z18515720X,84.33027648925781,
Z156843801,Z168353801,84.33171844482422,
Z168091405,Z164172903,84.36420440673828,
Z160260500,Z176245508,84.38272857666016,
Z163300909,Z158160208,84.40217590332031,
Z25647300X,Z185158008,84.40823364257812,
Z184929303,Z157711400,84.42015075683594,reissue
Z185157909,Z175148507,84.42532348632812,
Z156771000,Z168091405,84.43123626708984,
Z156771000,Z164172903,84.48949432373047,
Z165709803,Z185142207,84.49836730957031,
Z178362103,Z159579501,84.5020980834961,
Z170807409,Z256474908,84.50244140625,
Z180631800,Z168354106,84.53248596191406,
Z156771000,Z176245508,84.54177856445312,
Z18515720X,Z168096506,84.54378509521484,
Z167120501,Z185142207,84.5552749633789,
Z167120604,Z184929303,84.56314849853516,reissue
Z158700100,Z25647300X,84.57489013671875,
Z163300909,Z168091405,84.60595703125,
Z168354106,Z18514390X,84.62647247314453,
Z159579501,Z176246604,84.68733978271484,
Z160260500,Z175148507,84.68844604492188,
Z156771000,Z15958790X,84.7058334350586,
Z167120604,Z175148507,84.71309661865234,
Z197267901,Z186388101,84.72032928466797,
Z167120501,Z175148507,84.79788970947266,
Z175148507,Z184140306,84.80113983154297,
Z158700100,Z176246604,84.81422424316406,
Z168096506,Z175148507,84.81526947021484,
Z176246604,Z168353801,84.83811950683594,
Z163300909,Z185158008,84.8625717163086,
Z15958790X,Z178362103,84.92078399658203,
Z185142001,Z168354106,84.92387390136719,
Z185912505,Z167120604,84.94375610351562,
Z185142207,Z164172903,85.01385498046875,
Z185157107,Z168096506,85.076171875,
Z158160208,Z186388101,85.13868713378906,
Z160260500,Z168354106,85.1709213256836,
Z165709803,Z167120604,85.18107604980469,
Z176245508,Z175148507,85.20098876953125,
Z185142001,Z175148507,85.21832275390625,
Z180631800,Z186388101,85.21866607666016,
Z163300909,Z182822001,85.22205352783203,
Z167120501,Z186388101,85.24637603759766,
Z180628606,Z184929303,85.27507781982422,
Z156771000,Z168354106,85.29011535644531,
Z182822001,Z25647300X,85.29286193847656,
Z185157909,Z184929303,85.31232452392578,
Z160260500,Z180631800,85.31682586669922,
Z156843801,Z168354106,85.35169982910156,
Z185912505,Z158700100,85.39811706542969,
Z167120501,Z176246604,85.4378433227539,
