Z168091302,Z158160208,0.08333333333333333,0.09014084507042254
Z168091302,Z180631800,0.03875968992248062,0.048
Z168091302,Z175148507,0.03731343283582089,0.03787878787878788
Z168091302,Z178362103,0.057971014492753624,0.058823529411764705
Z168091302,Z253367704,0.10526315789473684,0.11891891891891893
Z168091302,Z185142207,0.08074534161490683,0.08280254777070063
Z168091302,Z185912505,0.10457516339869281,0.10702341137123746
Z168091302,Z15958790X,0.1292517006802721,0.14084507042253522
Z168091302,Z159579604,0.08403361344537816,0.08620689655172414
Z168091302,Z180628606,0.12244897959183673,0.13756613756613756
Z168091302,Z184929303,0.02097902097902098,0.02127659574468085
Z168091302,Z186388101,0.04065040650406504,0.05
Z168091302,Z168353709,0.05042016806722689,0.0603448275862069
Z168091302,Z157711400,0.00847457627118644,0.008620689655172414
Z168091302,Z185157107,0.005405405405405406,0.0111731843575419
Z168091302,Z182900000,0.008403361344537815,0.008547008547008548
Z168091302,Z224214403,0.0,0.0
Z168091302,Z168096506,0.05442176870748299,0.06382978723404255
Z168091302,Z256471804,0.0,0.0
Z168091302,Z182822001,0.051470588235294115,0.05223880597014925
Z168091302,Z185142104,0.019230769230769232,0.0196078431372549
Z168091302,Z158700100,0.06349206349206349,0.06451612903225806
Z168091302,Z175034204,0.5785123966942148,0.603448275862069
Z168091302,Z176245508,0.12612612612612611,0.1294559099437148
Z168091302,Z167120501,0.06944444444444445,0.072992700729927
Z168091302,Z185158008,0.04316546762589928,0.043795620437956206
Z168091302,Z256472808,0.010638297872340425,0.010869565217391304
Z168091302,Z18244920X,0.00819672131147541,0.008333333333333333
Z168091302,Z18515720X,0.008771929824561403,0.018018018018018018
Z168091302,Z184400900,0.11976047904191617,0.12195121951219512
Z168091302,Z156265702,0.010309278350515464,0.010526315789473684
Z168091302,Z170807409,0.0,0.0
Z168091302,Z164752105,0.010416666666666666,0.010638297872340425
Z168091302,Z176246604,0.06424581005586592,0.06571428571428571
Z168091302,Z159588009,0.5573770491803278,0.5546218487394958
Z168091302,Z224270704,0.0297029702970297,0.04081632653061224
Z168091302,Z156771000,0.15300546448087432,0.15254237288135594
Z168091302,Z169010905,0.0,0.010752688172043012
Z168091302,Z197267901,0.1271186440677966,0.12931034482758622
Z168091302,Z163300909,0.061224489795918366,0.06206896551724138
Z168091302,Z168353801,0.03937007874015748,0.04878048780487805
Z168091302,Z185157909,0.043478260869565216,0.044444444444444446
Z168091302,Z185143704,0.05759162303664921,0.0782122905027933
Z168091302,Z25647300X,0.05309734513274336,0.05405405405405406
Z168091302,Z204534306,0.019230769230769232,0.0196078431372549
Z168091302,Z184140306,0.5241935483870968,0.5462184873949579
Z168091302,Z168091405,0.11949685534591195,0.12258064516129032
Z168091302,Z177009407,0.11864406779661017,0.12
Z168091302,Z156577207,0.0,0.0
Z168091302,Z18514390X,0.04205607476635514,0.04739336492890995
Z168091302,Z256474908,0.022222222222222223,0.022556390977443608
Z168091302,Z165780108,0.028037383177570093,0.02857142857142857
Z168091302,Z156843801,0.06201550387596899,0.06299212598425197
Z168091302,Z157598504,0.010526315789473684,0.010752688172043012
Z168091302,Z168354106,0.017094017094017096,0.02631578947368421
Z168091302,Z164172903,0.05442176870748299,0.05555555555555555
Z168091302,Z15657730X,0.0,0.0
Z168091302,Z157583008,0.0,0.0
Z168091302,Z159579501,0.11023622047244094,0.104
Z168091302,Z170807203,0.030927835051546393,0.031578947368421054
