cluster,barcode,abo_url
72,Z167108306,http://data.onb.ac.at/ABO/+Z167108306
72,Z202767607,http://data.onb.ac.at/ABO/+Z202767607
73,Z155530906,http://data.onb.ac.at/ABO/+Z155530906
73,Z155531704,http://data.onb.ac.at/ABO/+Z155531704
73,Z155531005,http://data.onb.ac.at/ABO/+Z155531005
73,Z160655002,http://data.onb.ac.at/ABO/+Z160655002
73,Z164741508,http://data.onb.ac.at/ABO/+Z164741508
73,Z169435205,http://data.onb.ac.at/ABO/+Z169435205
73,Z166613704,http://data.onb.ac.at/ABO/+Z166613704
73,Z155531601,http://data.onb.ac.at/ABO/+Z155531601
73,Z169435400,http://data.onb.ac.at/ABO/+Z169435400
73,Z169435503,http://data.onb.ac.at/ABO/+Z169435503
73,Z155531509,http://data.onb.ac.at/ABO/+Z155531509
74,Z124116900,http://data.onb.ac.at/ABO/+Z124116900
74,Z199084901,http://data.onb.ac.at/ABO/+Z199084901
74,Z124116808,http://data.onb.ac.at/ABO/+Z124116808
74,Z162065706,http://data.onb.ac.at/ABO/+Z162065706
74,Z199084706,http://data.onb.ac.at/ABO/+Z199084706
74,Z69830108,http://data.onb.ac.at/ABO/+Z69830108
74,Z148209209,http://data.onb.ac.at/ABO/+Z148209209
74,Z9808970X,http://data.onb.ac.at/ABO/+Z9808970X
74,Z116242301,http://data.onb.ac.at/ABO/+Z116242301
74,Z116241606,http://data.onb.ac.at/ABO/+Z116241606
74,Z12411700X,http://data.onb.ac.at/ABO/+Z12411700X
75,Z124105409,http://data.onb.ac.at/ABO/+Z124105409
75,Z97787509,http://data.onb.ac.at/ABO/+Z97787509
75,Z171042103,http://data.onb.ac.at/ABO/+Z171042103
75,Z258872103,http://data.onb.ac.at/ABO/+Z258872103
75,Z12493170X,http://data.onb.ac.at/ABO/+Z12493170X
75,Z258871408,http://data.onb.ac.at/ABO/+Z258871408
75,Z258871901,http://data.onb.ac.at/ABO/+Z258871901
75,Z171042206,http://data.onb.ac.at/ABO/+Z171042206
75,Z16446480X,http://data.onb.ac.at/ABO/+Z16446480X
75,Z124105604,http://data.onb.ac.at/ABO/+Z124105604
75,Z97787303,http://data.onb.ac.at/ABO/+Z97787303
75,Z172169901,http://data.onb.ac.at/ABO/+Z172169901
76,Z258871809,http://data.onb.ac.at/ABO/+Z258871809
76,Z171041706,http://data.onb.ac.at/ABO/+Z171041706
76,Z171042000,http://data.onb.ac.at/ABO/+Z171042000
76,Z171040301,http://data.onb.ac.at/ABO/+Z171040301
76,Z258871706,http://data.onb.ac.at/ABO/+Z258871706
76,Z171041901,http://data.onb.ac.at/ABO/+Z171041901
76,Z5940210X,http://data.onb.ac.at/ABO/+Z5940210X
76,Z124928001,http://data.onb.ac.at/ABO/+Z124928001
76,Z124931802,http://data.onb.ac.at/ABO/+Z124931802
76,Z25887110X,http://data.onb.ac.at/ABO/+Z25887110X
76,Z24418906,http://data.onb.ac.at/ABO/+Z24418906
76,Z59423102,http://data.onb.ac.at/ABO/+Z59423102
77,Z224528203,http://data.onb.ac.at/ABO/+Z224528203
77,Z224528008,http://data.onb.ac.at/ABO/+Z224528008
77,Z224528604,http://data.onb.ac.at/ABO/+Z224528604
77,Z259211507,http://data.onb.ac.at/ABO/+Z259211507
77,Z224528409,http://data.onb.ac.at/ABO/+Z224528409
77,Z224528306,http://data.onb.ac.at/ABO/+Z224528306
77,Z224528707,http://data.onb.ac.at/ABO/+Z224528707
77,Z224528100,http://data.onb.ac.at/ABO/+Z224528100
77,Z224528501,http://data.onb.ac.at/ABO/+Z224528501
77,Z258414903,http://data.onb.ac.at/ABO/+Z258414903
77,Z258417102,http://data.onb.ac.at/ABO/+Z258417102
77,Z224528902,http://data.onb.ac.at/ABO/+Z224528902
77,Z259211404,http://data.onb.ac.at/ABO/+Z259211404
78,Z221813609,http://data.onb.ac.at/ABO/+Z221813609
78,Z103519609,http://data.onb.ac.at/ABO/+Z103519609
78,Z97788800,http://data.onb.ac.at/ABO/+Z97788800
78,Z252821407,http://data.onb.ac.at/ABO/+Z252821407
78,Z221813506,http://data.onb.ac.at/ABO/+Z221813506
78,Z103519506,http://data.onb.ac.at/ABO/+Z103519506
78,Z222030908,http://data.onb.ac.at/ABO/+Z222030908
78,Z257372603,http://data.onb.ac.at/ABO/+Z257372603
78,Z257372408,http://data.onb.ac.at/ABO/+Z257372408
78,Z257372500,http://data.onb.ac.at/ABO/+Z257372500
78,Z103519403,http://data.onb.ac.at/ABO/+Z103519403
78,Z222149407,http://data.onb.ac.at/ABO/+Z222149407
78,Z97788708,http://data.onb.ac.at/ABO/+Z97788708
79,Z170394504,http://data.onb.ac.at/ABO/+Z170394504
79,Z174355001,http://data.onb.ac.at/ABO/+Z174355001
79,Z159999903,http://data.onb.ac.at/ABO/+Z159999903
79,Z168850602,http://data.onb.ac.at/ABO/+Z168850602
79,Z184770405,http://data.onb.ac.at/ABO/+Z184770405
79,Z155522806,http://data.onb.ac.at/ABO/+Z155522806
79,Z174355104,http://data.onb.ac.at/ABO/+Z174355104
79,Z206558107,http://data.onb.ac.at/ABO/+Z206558107
79,Z178269206,http://data.onb.ac.at/ABO/+Z178269206
79,Z173666102,http://data.onb.ac.at/ABO/+Z173666102
79,Z159999800,http://data.onb.ac.at/ABO/+Z159999800
79,Z162288100,http://data.onb.ac.at/ABO/+Z162288100
79,Z155522909,http://data.onb.ac.at/ABO/+Z155522909
80,Z18011880X,http://data.onb.ac.at/ABO/+Z18011880X
80,Z164595309,http://data.onb.ac.at/ABO/+Z164595309
80,Z166469307,http://data.onb.ac.at/ABO/+Z166469307
80,Z166469101,http://data.onb.ac.at/ABO/+Z166469101
80,Z161835309,http://data.onb.ac.at/ABO/+Z161835309
80,Z159589105,http://data.onb.ac.at/ABO/+Z159589105
80,Z17079080X,http://data.onb.ac.at/ABO/+Z17079080X
80,Z169427506,http://data.onb.ac.at/ABO/+Z169427506
80,Z166469204,http://data.onb.ac.at/ABO/+Z166469204
80,Z159589002,http://data.onb.ac.at/ABO/+Z159589002
80,Z164595401,http://data.onb.ac.at/ABO/+Z164595401
80,Z166469502,http://data.onb.ac.at/ABO/+Z166469502
80,Z16646940X,http://data.onb.ac.at/ABO/+Z16646940X
81,Z161050203,http://data.onb.ac.at/ABO/+Z161050203
81,Z16242830X,http://data.onb.ac.at/ABO/+Z16242830X
81,Z207698107,http://data.onb.ac.at/ABO/+Z207698107
81,Z207697802,http://data.onb.ac.at/ABO/+Z207697802
81,Z161050008,http://data.onb.ac.at/ABO/+Z161050008
81,Z207697905,http://data.onb.ac.at/ABO/+Z207697905
81,Z161049900,http://data.onb.ac.at/ABO/+Z161049900
81,Z159253103,http://data.onb.ac.at/ABO/+Z159253103
81,Z207698004,http://data.onb.ac.at/ABO/+Z207698004
81,Z159253309,http://data.onb.ac.at/ABO/+Z159253309
81,Z159253401,http://data.onb.ac.at/ABO/+Z159253401
81,Z162428402,http://data.onb.ac.at/ABO/+Z162428402
81,Z173912101,http://data.onb.ac.at/ABO/+Z173912101
81,Z161050100,http://data.onb.ac.at/ABO/+Z161050100
82,Z164219907,http://data.onb.ac.at/ABO/+Z164219907
82,Z18191930X,http://data.onb.ac.at/ABO/+Z18191930X
82,Z179381609,http://data.onb.ac.at/ABO/+Z179381609
82,Z160872700,http://data.onb.ac.at/ABO/+Z160872700
82,Z170680707,http://data.onb.ac.at/ABO/+Z170680707
82,Z177054905,http://data.onb.ac.at/ABO/+Z177054905
82,Z164220107,http://data.onb.ac.at/ABO/+Z164220107
82,Z177002206,http://data.onb.ac.at/ABO/+Z177002206
82,Z177063104,http://data.onb.ac.at/ABO/+Z177063104
82,Z185411401,http://data.onb.ac.at/ABO/+Z185411401
82,Z164220004,http://data.onb.ac.at/ABO/+Z164220004
82,Z220714405,http://data.onb.ac.at/ABO/+Z220714405
82,Z179923704,http://data.onb.ac.at/ABO/+Z179923704
82,Z181919207,http://data.onb.ac.at/ABO/+Z181919207
83,Z35026301,http://data.onb.ac.at/ABO/+Z35026301
83,Z124974308,http://data.onb.ac.at/ABO/+Z124974308
83,Z148207304,http://data.onb.ac.at/ABO/+Z148207304
83,Z24420809,http://data.onb.ac.at/ABO/+Z24420809
83,Z124974400,http://data.onb.ac.at/ABO/+Z124974400
83,Z59404806,http://data.onb.ac.at/ABO/+Z59404806
83,Z22296100X,http://data.onb.ac.at/ABO/+Z22296100X
83,Z24420603,http://data.onb.ac.at/ABO/+Z24420603
83,Z119404609,http://data.onb.ac.at/ABO/+Z119404609
83,Z119404506,http://data.onb.ac.at/ABO/+Z119404506
83,Z116223902,http://data.onb.ac.at/ABO/+Z116223902
83,Z160086500,http://data.onb.ac.at/ABO/+Z160086500
83,Z160086603,http://data.onb.ac.at/ABO/+Z160086603
83,Z148207602,http://data.onb.ac.at/ABO/+Z148207602
84,Z8614150X,http://data.onb.ac.at/ABO/+Z8614150X
84,Z59476908,http://data.onb.ac.at/ABO/+Z59476908
84,Z86141304,http://data.onb.ac.at/ABO/+Z86141304
84,Z255411101,http://data.onb.ac.at/ABO/+Z255411101
84,Z174921900,http://data.onb.ac.at/ABO/+Z174921900
84,Z86141705,http://data.onb.ac.at/ABO/+Z86141705
84,Z86141602,http://data.onb.ac.at/ABO/+Z86141602
84,Z205034706,http://data.onb.ac.at/ABO/+Z205034706
84,Z223614203,http://data.onb.ac.at/ABO/+Z223614203
84,Z173121705,http://data.onb.ac.at/ABO/+Z173121705
84,Z255411009,http://data.onb.ac.at/ABO/+Z255411009
84,Z86141407,http://data.onb.ac.at/ABO/+Z86141407
84,Z223614100,http://data.onb.ac.at/ABO/+Z223614100
84,Z223614306,http://data.onb.ac.at/ABO/+Z223614306
85,Z24652307,http://data.onb.ac.at/ABO/+Z24652307
85,Z42125602,http://data.onb.ac.at/ABO/+Z42125602
85,Z171041809,http://data.onb.ac.at/ABO/+Z171041809
85,Z171041202,http://data.onb.ac.at/ABO/+Z171041202
85,Z42126102,http://data.onb.ac.at/ABO/+Z42126102
85,Z171041500,http://data.onb.ac.at/ABO/+Z171041500
85,Z42125900,http://data.onb.ac.at/ABO/+Z42125900
85,Z42125705,http://data.onb.ac.at/ABO/+Z42125705
85,Z258871500,http://data.onb.ac.at/ABO/+Z258871500
85,Z171041007,http://data.onb.ac.at/ABO/+Z171041007
85,Z4212550X,http://data.onb.ac.at/ABO/+Z4212550X
85,Z21368904,http://data.onb.ac.at/ABO/+Z21368904
85,Z171041408,http://data.onb.ac.at/ABO/+Z171041408
85,Z171041305,http://data.onb.ac.at/ABO/+Z171041305
85,Z17104060X,http://data.onb.ac.at/ABO/+Z17104060X
86,Z178476303,http://data.onb.ac.at/ABO/+Z178476303
86,Z15632830X,http://data.onb.ac.at/ABO/+Z15632830X
86,Z159589609,http://data.onb.ac.at/ABO/+Z159589609
86,Z170831308,http://data.onb.ac.at/ABO/+Z170831308
86,Z165645205,http://data.onb.ac.at/ABO/+Z165645205
86,Z156314701,http://data.onb.ac.at/ABO/+Z156314701
86,Z166487607,http://data.onb.ac.at/ABO/+Z166487607
86,Z166487309,http://data.onb.ac.at/ABO/+Z166487309
86,Z166487206,http://data.onb.ac.at/ABO/+Z166487206
86,Z167108203,http://data.onb.ac.at/ABO/+Z167108203
86,Z170831205,http://data.onb.ac.at/ABO/+Z170831205
86,Z166487401,http://data.onb.ac.at/ABO/+Z166487401
86,Z16061940X,http://data.onb.ac.at/ABO/+Z16061940X
86,Z156725403,http://data.onb.ac.at/ABO/+Z156725403
86,Z207231801,http://data.onb.ac.at/ABO/+Z207231801
87,Z231658501,http://data.onb.ac.at/ABO/+Z231658501
87,Z231658409,http://data.onb.ac.at/ABO/+Z231658409
87,Z98089504,http://data.onb.ac.at/ABO/+Z98089504
87,Z254849706,http://data.onb.ac.at/ABO/+Z254849706
87,Z231658306,http://data.onb.ac.at/ABO/+Z231658306
87,Z231657405,http://data.onb.ac.at/ABO/+Z231657405
87,Z221099901,http://data.onb.ac.at/ABO/+Z221099901
87,Z231657806,http://data.onb.ac.at/ABO/+Z231657806
87,Z231658203,http://data.onb.ac.at/ABO/+Z231658203
87,Z231658100,http://data.onb.ac.at/ABO/+Z231658100
87,Z231657508,http://data.onb.ac.at/ABO/+Z231657508
87,Z98089607,http://data.onb.ac.at/ABO/+Z98089607
87,Z98089000,http://data.onb.ac.at/ABO/+Z98089000
87,Z98088901,http://data.onb.ac.at/ABO/+Z98088901
87,Z98089309,http://data.onb.ac.at/ABO/+Z98089309
87,Z231658008,http://data.onb.ac.at/ABO/+Z231658008
88,Z69858209,http://data.onb.ac.at/ABO/+Z69858209
88,Z148208709,http://data.onb.ac.at/ABO/+Z148208709
88,Z97797503,http://data.onb.ac.at/ABO/+Z97797503
88,Z69824108,http://data.onb.ac.at/ABO/+Z69824108
88,Z114807209,http://data.onb.ac.at/ABO/+Z114807209
88,Z148209003,http://data.onb.ac.at/ABO/+Z148209003
88,Z119404907,http://data.onb.ac.at/ABO/+Z119404907
88,Z124972002,http://data.onb.ac.at/ABO/+Z124972002
88,Z59443903,http://data.onb.ac.at/ABO/+Z59443903
88,Z5639730X,http://data.onb.ac.at/ABO/+Z5639730X
88,Z25540750X,http://data.onb.ac.at/ABO/+Z25540750X
88,Z119405006,http://data.onb.ac.at/ABO/+Z119405006
88,Z5948520X,http://data.onb.ac.at/ABO/+Z5948520X
88,Z79742803,http://data.onb.ac.at/ABO/+Z79742803
88,Z202619709,http://data.onb.ac.at/ABO/+Z202619709
88,Z69858106,http://data.onb.ac.at/ABO/+Z69858106
88,Z97797606,http://data.onb.ac.at/ABO/+Z97797606
89,Z258871305,http://data.onb.ac.at/ABO/+Z258871305
89,Z124928402,http://data.onb.ac.at/ABO/+Z124928402
89,Z171040507,http://data.onb.ac.at/ABO/+Z171040507
89,Z124928207,http://data.onb.ac.at/ABO/+Z124928207
89,Z12492830X,http://data.onb.ac.at/ABO/+Z12492830X
89,Z124961600,http://data.onb.ac.at/ABO/+Z124961600
89,Z171041603,http://data.onb.ac.at/ABO/+Z171041603
89,Z258872000,http://data.onb.ac.at/ABO/+Z258872000
89,Z171040805,http://data.onb.ac.at/ABO/+Z171040805
89,Z4212600X,http://data.onb.ac.at/ABO/+Z4212600X
89,Z42125407,http://data.onb.ac.at/ABO/+Z42125407
89,Z171040908,http://data.onb.ac.at/ABO/+Z171040908
89,Z171040702,http://data.onb.ac.at/ABO/+Z171040702
89,Z124928104,http://data.onb.ac.at/ABO/+Z124928104
89,Z16710880X,http://data.onb.ac.at/ABO/+Z16710880X
89,Z42125808,http://data.onb.ac.at/ABO/+Z42125808
89,Z258871202,http://data.onb.ac.at/ABO/+Z258871202
89,Z5947240X,http://data.onb.ac.at/ABO/+Z5947240X
89,Z17104110X,http://data.onb.ac.at/ABO/+Z17104110X
90,Z186418609,http://data.onb.ac.at/ABO/+Z186418609
90,Z16803690X,http://data.onb.ac.at/ABO/+Z16803690X
90,Z178432002,http://data.onb.ac.at/ABO/+Z178432002
90,Z185993608,http://data.onb.ac.at/ABO/+Z185993608
90,Z207006805,http://data.onb.ac.at/ABO/+Z207006805
90,Z156041307,http://data.onb.ac.at/ABO/+Z156041307
90,Z176609907,http://data.onb.ac.at/ABO/+Z176609907
90,Z178517809,http://data.onb.ac.at/ABO/+Z178517809
90,Z168036807,http://data.onb.ac.at/ABO/+Z168036807
90,Z176580607,http://data.onb.ac.at/ABO/+Z176580607
90,Z17658070X,http://data.onb.ac.at/ABO/+Z17658070X
90,Z155179802,http://data.onb.ac.at/ABO/+Z155179802
90,Z164596806,http://data.onb.ac.at/ABO/+Z164596806
90,Z174362601,http://data.onb.ac.at/ABO/+Z174362601
90,Z170319701,http://data.onb.ac.at/ABO/+Z170319701
90,Z165267508,http://data.onb.ac.at/ABO/+Z165267508
90,Z186418506,http://data.onb.ac.at/ABO/+Z186418506
90,Z155917709,http://data.onb.ac.at/ABO/+Z155917709
90,Z182458509,http://data.onb.ac.at/ABO/+Z182458509
90,Z176842006,http://data.onb.ac.at/ABO/+Z176842006
91,Z19835720X,http://data.onb.ac.at/ABO/+Z19835720X
91,Z164418102,http://data.onb.ac.at/ABO/+Z164418102
91,Z198357302,http://data.onb.ac.at/ABO/+Z198357302
91,Z198357600,http://data.onb.ac.at/ABO/+Z198357600
91,Z198357405,http://data.onb.ac.at/ABO/+Z198357405
91,Z98085808,http://data.onb.ac.at/ABO/+Z98085808
91,Z198357107,http://data.onb.ac.at/ABO/+Z198357107
91,Z16441800X,http://data.onb.ac.at/ABO/+Z16441800X
91,Z164418606,http://data.onb.ac.at/ABO/+Z164418606
91,Z198357703,http://data.onb.ac.at/ABO/+Z198357703
91,Z164418400,http://data.onb.ac.at/ABO/+Z164418400
91,Z198357508,http://data.onb.ac.at/ABO/+Z198357508
91,Z98086102,http://data.onb.ac.at/ABO/+Z98086102
91,Z98085900,http://data.onb.ac.at/ABO/+Z98085900
91,Z98086205,http://data.onb.ac.at/ABO/+Z98086205
91,Z164418205,http://data.onb.ac.at/ABO/+Z164418205
91,Z164418503,http://data.onb.ac.at/ABO/+Z164418503
91,Z9808600X,http://data.onb.ac.at/ABO/+Z9808600X
91,Z98087209,http://data.onb.ac.at/ABO/+Z98087209
91,Z98085705,http://data.onb.ac.at/ABO/+Z98085705
91,Z164418308,http://data.onb.ac.at/ABO/+Z164418308
92,Z148206907,http://data.onb.ac.at/ABO/+Z148206907
92,Z255406907,http://data.onb.ac.at/ABO/+Z255406907
92,Z164442001,http://data.onb.ac.at/ABO/+Z164442001
92,Z222105003,http://data.onb.ac.at/ABO/+Z222105003
92,Z174785603,http://data.onb.ac.at/ABO/+Z174785603
92,Z116239302,http://data.onb.ac.at/ABO/+Z116239302
92,Z160087000,http://data.onb.ac.at/ABO/+Z160087000
92,Z16433440X,http://data.onb.ac.at/ABO/+Z16433440X
92,Z11623920X,http://data.onb.ac.at/ABO/+Z11623920X
92,Z124927902,http://data.onb.ac.at/ABO/+Z124927902
92,Z174785500,http://data.onb.ac.at/ABO/+Z174785500
92,Z124976603,http://data.onb.ac.at/ABO/+Z124976603
92,Z148208606,http://data.onb.ac.at/ABO/+Z148208606
92,Z222104801,http://data.onb.ac.at/ABO/+Z222104801
92,Z222104904,http://data.onb.ac.at/ABO/+Z222104904
92,Z148208308,http://data.onb.ac.at/ABO/+Z148208308
92,Z166487504,http://data.onb.ac.at/ABO/+Z166487504
92,Z12492780X,http://data.onb.ac.at/ABO/+Z12492780X
92,Z164442104,http://data.onb.ac.at/ABO/+Z164442104
92,Z124976706,http://data.onb.ac.at/ABO/+Z124976706
92,Z258872206,http://data.onb.ac.at/ABO/+Z258872206
92,Z164334502,http://data.onb.ac.at/ABO/+Z164334502
93,Z177022904,http://data.onb.ac.at/ABO/+Z177022904
93,Z179893104,http://data.onb.ac.at/ABO/+Z179893104
93,Z15671790X,http://data.onb.ac.at/ABO/+Z15671790X
93,Z198492308,http://data.onb.ac.at/ABO/+Z198492308
93,Z18244240X,http://data.onb.ac.at/ABO/+Z18244240X
93,Z203234200,http://data.onb.ac.at/ABO/+Z203234200
93,Z42111500,http://data.onb.ac.at/ABO/+Z42111500
93,Z168035608,http://data.onb.ac.at/ABO/+Z168035608
93,Z156330202,http://data.onb.ac.at/ABO/+Z156330202
93,Z164597203,http://data.onb.ac.at/ABO/+Z164597203
93,Z205364901,http://data.onb.ac.at/ABO/+Z205364901
93,Z178423608,http://data.onb.ac.at/ABO/+Z178423608
93,Z155909105,http://data.onb.ac.at/ABO/+Z155909105
93,Z186485805,http://data.onb.ac.at/ABO/+Z186485805
93,Z205606805,http://data.onb.ac.at/ABO/+Z205606805
93,Z177023003,http://data.onb.ac.at/ABO/+Z177023003
93,Z156317106,http://data.onb.ac.at/ABO/+Z156317106
93,Z155205308,http://data.onb.ac.at/ABO/+Z155205308
93,Z164596703,http://data.onb.ac.at/ABO/+Z164596703
93,Z205606702,http://data.onb.ac.at/ABO/+Z205606702
93,Z155612303,http://data.onb.ac.at/ABO/+Z155612303
93,Z17842330X,http://data.onb.ac.at/ABO/+Z17842330X
93,Z17700950X,http://data.onb.ac.at/ABO/+Z17700950X
94,Z130848205,http://data.onb.ac.at/ABO/+Z130848205
94,Z45404502,http://data.onb.ac.at/ABO/+Z45404502
94,Z22351130X,http://data.onb.ac.at/ABO/+Z22351130X
94,Z253385408,http://data.onb.ac.at/ABO/+Z253385408
94,Z124117102,http://data.onb.ac.at/ABO/+Z124117102
94,Z2441990X,http://data.onb.ac.at/ABO/+Z2441990X
94,Z124976408,http://data.onb.ac.at/ABO/+Z124976408
94,Z4215710X,http://data.onb.ac.at/ABO/+Z4215710X
94,Z69818406,http://data.onb.ac.at/ABO/+Z69818406
94,Z202931602,http://data.onb.ac.at/ABO/+Z202931602
94,Z124124106,http://data.onb.ac.at/ABO/+Z124124106
94,Z220430506,http://data.onb.ac.at/ABO/+Z220430506
94,Z124976500,http://data.onb.ac.at/ABO/+Z124976500
94,Z173326303,http://data.onb.ac.at/ABO/+Z173326303
94,Z17332740X,http://data.onb.ac.at/ABO/+Z17332740X
94,Z256480805,http://data.onb.ac.at/ABO/+Z256480805
94,Z24420007,http://data.onb.ac.at/ABO/+Z24420007
94,Z253385305,http://data.onb.ac.at/ABO/+Z253385305
94,Z205018907,http://data.onb.ac.at/ABO/+Z205018907
94,Z124124003,http://data.onb.ac.at/ABO/+Z124124003
94,Z35026209,http://data.onb.ac.at/ABO/+Z35026209
94,Z69804407,http://data.onb.ac.at/ABO/+Z69804407
94,Z255430508,http://data.onb.ac.at/ABO/+Z255430508
95,Z179986209,http://data.onb.ac.at/ABO/+Z179986209
95,Z167122509,http://data.onb.ac.at/ABO/+Z167122509
95,Z170901207,http://data.onb.ac.at/ABO/+Z170901207
95,Z166643009,http://data.onb.ac.at/ABO/+Z166643009
95,Z165667602,http://data.onb.ac.at/ABO/+Z165667602
95,Z166922506,http://data.onb.ac.at/ABO/+Z166922506
95,Z183886102,http://data.onb.ac.at/ABO/+Z183886102
95,Z16183620X,http://data.onb.ac.at/ABO/+Z16183620X
95,Z203891302,http://data.onb.ac.at/ABO/+Z203891302
95,Z183303200,http://data.onb.ac.at/ABO/+Z183303200
95,Z16826130X,http://data.onb.ac.at/ABO/+Z16826130X
95,Z178904702,http://data.onb.ac.at/ABO/+Z178904702
95,Z114799006,http://data.onb.ac.at/ABO/+Z114799006
95,Z166643101,http://data.onb.ac.at/ABO/+Z166643101
95,Z174360604,http://data.onb.ac.at/ABO/+Z174360604
95,Z178228009,http://data.onb.ac.at/ABO/+Z178228009
95,Z169698800,http://data.onb.ac.at/ABO/+Z169698800
95,Z180118707,http://data.onb.ac.at/ABO/+Z180118707
95,Z177841307,http://data.onb.ac.at/ABO/+Z177841307
95,Z150417905,http://data.onb.ac.at/ABO/+Z150417905
95,Z167242801,http://data.onb.ac.at/ABO/+Z167242801
95,Z166922403,http://data.onb.ac.at/ABO/+Z166922403
95,Z172169706,http://data.onb.ac.at/ABO/+Z172169706
95,Z172169809,http://data.onb.ac.at/ABO/+Z172169809
95,Z165667705,http://data.onb.ac.at/ABO/+Z165667705
95,Z150417802,http://data.onb.ac.at/ABO/+Z150417802
96,Z35575400,http://data.onb.ac.at/ABO/+Z35575400
96,Z124928505,http://data.onb.ac.at/ABO/+Z124928505
96,Z119409309,http://data.onb.ac.at/ABO/+Z119409309
96,Z59499003,http://data.onb.ac.at/ABO/+Z59499003
96,Z59476805,http://data.onb.ac.at/ABO/+Z59476805
96,Z221273408,http://data.onb.ac.at/ABO/+Z221273408
96,Z206681409,http://data.onb.ac.at/ABO/+Z206681409
96,Z148209805,http://data.onb.ac.at/ABO/+Z148209805
96,Z42124804,http://data.onb.ac.at/ABO/+Z42124804
96,Z14820960X,http://data.onb.ac.at/ABO/+Z14820960X
96,Z124930901,http://data.onb.ac.at/ABO/+Z124930901
96,Z124194108,http://data.onb.ac.at/ABO/+Z124194108
96,Z124928608,http://data.onb.ac.at/ABO/+Z124928608
96,Z148209702,http://data.onb.ac.at/ABO/+Z148209702
96,Z148209106,http://data.onb.ac.at/ABO/+Z148209106
96,Z69839604,http://data.onb.ac.at/ABO/+Z69839604
96,Z119409206,http://data.onb.ac.at/ABO/+Z119409206
96,Z256477004,http://data.onb.ac.at/ABO/+Z256477004
96,Z148209301,http://data.onb.ac.at/ABO/+Z148209301
96,Z124975003,http://data.onb.ac.at/ABO/+Z124975003
96,Z98090105,http://data.onb.ac.at/ABO/+Z98090105
96,Z42124907,http://data.onb.ac.at/ABO/+Z42124907
96,Z62784701,http://data.onb.ac.at/ABO/+Z62784701
96,Z98090208,http://data.onb.ac.at/ABO/+Z98090208
96,Z124194200,http://data.onb.ac.at/ABO/+Z124194200
96,Z69824303,http://data.onb.ac.at/ABO/+Z69824303
96,Z157309300,http://data.onb.ac.at/ABO/+Z157309300
97,Z222103407,http://data.onb.ac.at/ABO/+Z222103407
97,Z24482906,http://data.onb.ac.at/ABO/+Z24482906
97,Z148208801,http://data.onb.ac.at/ABO/+Z148208801
97,Z148209404,http://data.onb.ac.at/ABO/+Z148209404
97,Z24483005,http://data.onb.ac.at/ABO/+Z24483005
97,Z148209507,http://data.onb.ac.at/ABO/+Z148209507
97,Z16206510X,http://data.onb.ac.at/ABO/+Z16206510X
97,Z124928803,http://data.onb.ac.at/ABO/+Z124928803
97,Z116262609,http://data.onb.ac.at/ABO/+Z116262609
97,Z164419404,http://data.onb.ac.at/ABO/+Z164419404
97,Z161743208,http://data.onb.ac.at/ABO/+Z161743208
97,Z162065408,http://data.onb.ac.at/ABO/+Z162065408
97,Z98086904,http://data.onb.ac.at/ABO/+Z98086904
97,Z124105501,http://data.onb.ac.at/ABO/+Z124105501
97,Z164419301,http://data.onb.ac.at/ABO/+Z164419301
97,Z162065500,http://data.onb.ac.at/ABO/+Z162065500
97,Z162065603,http://data.onb.ac.at/ABO/+Z162065603
97,Z12497610X,http://data.onb.ac.at/ABO/+Z12497610X
97,Z198358409,http://data.onb.ac.at/ABO/+Z198358409
97,Z98086801,http://data.onb.ac.at/ABO/+Z98086801
97,Z164350106,http://data.onb.ac.at/ABO/+Z164350106
97,Z162065305,http://data.onb.ac.at/ABO/+Z162065305
97,Z171409606,http://data.onb.ac.at/ABO/+Z171409606
97,Z198358306,http://data.onb.ac.at/ABO/+Z198358306
97,Z25540540X,http://data.onb.ac.at/ABO/+Z25540540X
97,Z97787406,http://data.onb.ac.at/ABO/+Z97787406
97,Z59489502,http://data.onb.ac.at/ABO/+Z59489502
97,Z12495890X,http://data.onb.ac.at/ABO/+Z12495890X
98,Z198142000,http://data.onb.ac.at/ABO/+Z198142000
98,Z222178109,http://data.onb.ac.at/ABO/+Z222178109
98,Z159203203,http://data.onb.ac.at/ABO/+Z159203203
98,Z162065809,http://data.onb.ac.at/ABO/+Z162065809
98,Z124958509,http://data.onb.ac.at/ABO/+Z124958509
98,Z162878407,http://data.onb.ac.at/ABO/+Z162878407
98,Z258447404,http://data.onb.ac.at/ABO/+Z258447404
98,Z159203306,http://data.onb.ac.at/ABO/+Z159203306
98,Z124958406,http://data.onb.ac.at/ABO/+Z124958406
98,Z171152802,http://data.onb.ac.at/ABO/+Z171152802
98,Z255423504,http://data.onb.ac.at/ABO/+Z255423504
98,Z162849602,http://data.onb.ac.at/ABO/+Z162849602
98,Z258417400,http://data.onb.ac.at/ABO/+Z258417400
98,Z161735601,http://data.onb.ac.at/ABO/+Z161735601
98,Z16886490X,http://data.onb.ac.at/ABO/+Z16886490X
98,Z16338120X,http://data.onb.ac.at/ABO/+Z16338120X
98,Z222178201,http://data.onb.ac.at/ABO/+Z222178201
98,Z16174190X,http://data.onb.ac.at/ABO/+Z16174190X
98,Z170147203,http://data.onb.ac.at/ABO/+Z170147203
